tanggal,USD,AUD,EUR,GBP,SGD,JPY,MYR,THB,KRW,PHP
2013-03-18,9711.0,10076.21,12597.15,14702.73,7770.76,102.23,3104.08,329.155,8.7153,238.88
2013-03-19,9706.0,10072.55,12570.38,14653.39,7775.67,101.86,3113.26,332.149,8.7455,238.745
2013-03-20,9732.0,10092.59,12532.83,14631.71,7773.54,101.98,3114.92,333.826,8.7108,238.705
2013-03-21,9731.0,10124.32,12574.73,14757.95,7794.08,101.84,3125.6,334.201,8.7412,239.525
2013-03-22,9743.0,10210.61,12619.91,14849.55,7819.66,103.57,3141.61,333.8,8.7355,239.243
2013-03-25,9736.0,10190.15,12653.19,14822.79,7824.99,102.86,3141.6,332.383,8.764,238.525
2013-03-26,9733.0,10204.01,12537.24,14801.76,7850.95,103.44,3147.79,332.185,8.8082,238.396
2013-03-27,9731.0,10186.68,12484.46,14750.43,7820.67,102.83,3137.68,332.209,8.7467,238.387
2013-03-28,9715.0,10164.46,12431.72,14751.04,7840.93,103.41,3145.26,332.185,8.7494,239.048
2013-03-29,9715.0,10136.36,12480.79,14790.69,7854.47,103.52,3146.67,332.65,8.7596,238.984
2013-04-01,9740.0,10140.46,12475.49,14813.89,7847.48,104.17,3148.65,332.301,8.7367,238.912
2013-04-02,9737.0,10191.76,12510.14,14812.05,7869.8,104.6,3154.32,330.915,8.7108,241.527
2013-04-03,9747.0,10209.35,12491.88,14812.05,7873.37,104.2,3161.02,332.096,8.7214,241.618
2013-04-04,9749.0,10146.37,12472.34,14692.23,7854.1,102.21,3165.75,332.601,8.6757,236.431
2013-04-05,9738.0,10168.49,12604.38,14847.69,7878.42,101.32,3190.22,333.46,8.6174,236.835
2013-04-08,9749.0,10125.36,12685.88,14937.28,7854.88,98.58,3189.04,333.544,8.552,236.075
2013-04-09,9720.0,10157.22,12661.81,14874.82,7839.63,98.25,3200.23,335.746,8.5294,235.95
2013-04-10,9690.0,10200.25,12697.01,14851.58,7831.55,97.54,3198.94,333.718,8.5294,236.425
2013-04-11,9707.0,10258.86,12698.37,14916.72,7846.13,97.41,3199.6,334.24,8.5951,236.912
2013-04-12,9713.0,10238.66,12690.64,14923.62,7848.3,97.99,3196.71,334.47,8.6006,235.089
2013-04-15,9712.0,10114.67,12680.44,14875.6,7849.05,99.03,3195.23,333.44,8.6689,235.419
2013-04-16,9730.0,10048.45,12677.71,14851.46,7853.64,99.5,3196.59,335.532,8.7137,235.172
2013-04-17,9710.0,10062.77,12808.92,14859.27,7871.99,98.87,3208.31,336.735,8.6821,235.486
2013-04-18,9722.0,10034.3,12678.07,14798.1,7864.32,98.97,3202.37,338.802,8.6466,235.602
2013-04-19,9709.0,10043.29,12708.19,14909.85,7856.56,97.88,3197.0,338.551,8.6935,236.079
2013-04-22,9714.0,9969.3,12674.96,14809.76,7833.29,97.36,3186.88,338.596,8.6831,235.374
2013-04-23,9726.0,9956.9,12633.57,14809.57,7843.44,98.6,3183.45,337.706,8.6805,235.176
2013-04-24,9723.0,9995.36,12643.61,14840.61,7833.0,97.57,3188.87,335.673,8.6964,235.414
2013-04-25,9717.0,10032.04,12695.89,14994.87,7852.23,97.9,3199.24,332.936,8.7381,235.608
2013-04-26,9721.0,9994.27,12662.41,15012.28,7853.07,98.53,3203.38,332.49,8.7428,235.556
2013-04-29,9723.0,10046.62,12725.31,15090.98,7876.48,99.44,3206.2,332.244,8.7805,236.299
2013-04-30,9723.0,10075.18,12715.14,15082.35,7887.68,99.69,3201.03,332.615,8.8398,236.32
2013-05-01,9731.0,10061.7,12827.57,15138.76,7895.67,99.66,3196.39,331.454,8.8303,236.372
2013-05-02,9727.0,9960.29,12827.52,15165.72,7894.22,100.18,3192.4,330.667,8.8401,237.858
2013-05-03,9741.0,9980.28,12781.62,15140.97,7892.82,99.2,3209.43,327.789,8.8724,238.274
2013-05-06,9736.0,9975.21,12762.0,15150.63,7899.84,97.97,3267.94,328.698,8.8958,237.862
2013-05-07,9736.0,9910.71,12726.19,15122.29,7895.98,98.22,3265.18,328.787,8.9143,237.883
2013-05-08,9731.0,9918.13,12764.16,15064.76,7909.18,98.41,3282.72,331.661,8.9509,238.487
2013-05-09,9720.0,9934.22,12782.14,15127.91,7909.14,98.5,3267.93,329.582,8.9021,238.031
2013-05-10,9734.0,9762.18,12653.64,14996.2,7863.59,96.02,3253.09,326.931,8.8003,236.783
2013-05-13,9741.0,9727.85,12634.57,14973.72,7851.59,95.71,3250.14,328.345,8.7615,236.68
2013-05-14,9740.0,9720.85,12683.83,14933.09,7878.67,96.12,3263.76,328.963,8.8177,237.268
2013-05-15,9748.0,9617.32,12576.61,14853.83,7827.24,95.18,3246.73,327.649,8.7472,236.429
2013-05-16,9800.0,9564.28,12540.93,14830.9,7785.97,95.17,3249.93,328.24,8.7347,236.192
2013-05-17,9757.0,9494.98,12549.85,14855.0,7765.54,95.07,3228.49,326.742,8.7338,236.826
2013-05-20,9758.0,9550.01,12558.93,14833.55,7780.82,95.14,3237.07,327.268,8.7383,236.907
2013-05-21,9763.0,9559.98,12565.29,14820.92,7760.7,95.01,3234.22,327.766,8.7892,236.914
2013-05-22,9770.0,9530.54,12637.7,14744.23,7755.73,94.94,3235.13,326.877,8.7748,236.923
2013-05-23,9772.0,9454.78,12612.15,14742.59,7736.33,96.71,3225.52,327.038,8.6695,234.492
2013-05-24,9774.0,9456.15,12686.12,14774.63,7729.96,96.04,3223.4,326.153,8.6722,234.924
2013-05-27,9791.0,9457.79,12673.41,14828.61,7779.21,97.07,3233.45,327.893,8.7249,235.097
2013-05-28,9795.0,9534.38,12730.96,14775.57,7792.31,96.31,3228.91,327.859,8.7516,235.152
2013-05-29,9804.0,9391.82,12637.18,14773.79,7812.59,96.55,3221.15,325.046,8.6546,230.744
2013-05-30,9808.0,9473.63,12713.89,14875.97,7760.76,97.49,3192.55,325.458,8.6988,231.919
2013-05-31,9795.0,9552.96,12957.79,15157.36,7882.51,98.36,3217.06,325.554,8.7435,233.671
2013-06-03,9805.0,9495.92,12768.39,15110.43,7793.25,97.96,3193.74,323.062,8.6931,233.129
2013-06-04,9801.0,9532.59,12906.09,15091.6,7879.04,98.17,3191.84,324.236,8.8002,235.346
2013-06-05,9793.0,9375.79,12827.44,15041.89,7843.54,98.03,3174.65,320.509,8.7778,233.234
2013-06-06,9793.0,9392.03,12988.68,15283.82,7931.51,99.84,3210.21,323.557,8.8447,235.069
2013-06-07,9805.0,9311.64,13079.54,15395.68,7871.85,102.01,3168.82,322.715,8.8518,233.706
2013-06-10,9814.0,9505.49,13331.49,15655.49,8023.63,100.76,3224.07,327.697,8.9461,235.368
2013-06-11,9826.0,9448.68,13399.76,15496.58,8005.37,100.66,3119.84,317.785,8.6662,228.096
2013-06-12,9860.0,9395.1,13110.51,15455.3,7869.99,101.93,3147.71,318.508,8.6976,229.747
2013-06-13,9883.0,9437.02,13276.14,15631.57,7936.78,104.73,3154.62,321.879,8.7141,229.675
2013-06-14,9873.0,9477.68,13161.4,15432.16,7883.26,103.95,3170.2,322.924,8.7658,230.59
2013-06-17,9888.0,9509.21,13190.43,15539.69,7885.99,104.26,3156.43,322.369,8.7789,230.555
2013-06-18,9905.0,9389.93,13260.3,15541.9,7867.84,104.01,3158.63,320.945,8.7603,229.775
2013-06-19,9908.0,9478.17,13427.82,15655.83,7924.08,104.92,3143.74,323.336,8.8683,232.36
2013-06-20,9925.0,9196.22,13204.61,15463.49,7843.14,102.05,3116.98,320.072,8.716,227.561
2013-06-21,9930.0,9249.1,13232.68,15504.02,7859.08,102.02,3128.28,321.478,8.6735,228.942
2013-06-24,9930.0,9173.6,13017.74,15448.32,7819.44,101.62,3084.48,322.066,8.6195,228.099
2013-06-25,9920.0,9212.87,13023.94,15314.61,7814.61,102.3,3117.05,320.461,8.5547,228.933
2013-06-26,9925.0,9255.47,12999.38,15310.96,7836.93,102.02,3109.27,320.272,8.6318,229.395
2013-06-27,9925.0,9221.92,12910.62,15135.54,7820.64,101.14,3121.71,317.958,8.6174,228.182
2013-06-28,9925.0,9253.25,13054.85,15258.15,7922.96,100.71,3165.52,322.185,8.7596,231.942
2013-07-01,9928.0,9108.98,12950.7,15121.38,7836.09,99.7,3137.35,320.923,8.7676,230.248
2013-07-02,9933.0,9139.08,12937.11,15097.78,7843.48,99.59,3136.55,320.755,8.7608,229.369
2013-07-03,9940.0,9058.51,12925.36,15207.86,7839.45,99.91,3130.87,321.098,8.7226,229.477
2013-07-04,9940.0,9073.58,12921.82,15160.52,7817.04,99.71,3132.49,319.9,8.7588,229.623
2013-07-05,9943.0,9106.44,12810.56,14910.89,7791.78,99.43,3120.0,317.833,8.7025,229.277
2013-07-08,9955.0,9030.72,12782.22,14825.53,7764.92,98.27,3102.12,316.977,8.6401,227.751
2013-07-09,9958.0,9144.72,12851.22,14873.03,7814.38,98.53,3131.42,319.542,8.7434,229.775
2013-07-10,9965.0,9191.01,12798.38,14858.99,7827.93,99.69,3138.83,319.392,8.7861,229.998
2013-07-11,9970.0,9193.65,13010.23,15044.47,7888.89,100.35,3147.64,320.508,8.8851,230.32
2013-07-12,9993.0,9165.61,13026.17,15121.05,7905.44,100.88,3144.14,320.826,8.8846,230.204
2013-07-15,10018.0,9160.74,13120.09,15160.77,7949.18,100.66,3157.44,323.699,8.9796,231.853
2013-07-16,10035.0,9293.93,13205.83,15213.81,8008.44,101.42,3169.57,325.065,9.0368,233.284
2013-07-17,10045.0,9248.53,13315.87,15393.49,7948.41,100.92,3146.44,324.241,8.9562,231.838
2013-07-18,10060.0,9276.21,13320.97,15378.38,7944.22,100.42,3149.9,324.144,8.9333,231.97
2013-07-19,10078.0,9296.24,13293.2,15449.69,8001.25,100.87,3165.06,326.296,9.0294,233.765
2013-07-22,10066.0,9345.52,13376.31,15538.94,8047.14,101.63,3196.09,328.611,9.0858,235.076
2013-07-23,10200.0,9449.44,13448.09,15695.55,8068.66,102.45,3209.07,329.564,9.1301,236.112
2013-07-24,10260.0,9450.22,13608.87,15769.72,8102.11,102.61,3217.49,331.049,9.2237,237.119
2013-07-25,10268.0,9421.69,13581.85,15771.02,8122.98,102.91,3220.14,331.64,9.2291,237.564
2013-07-26,10265.0,9559.16,13673.34,15844.96,8147.12,104.23,3208.17,330.528,9.26,237.833
2013-07-29,10273.0,9501.29,13648.49,15822.02,8117.01,104.87,3185.06,329.591,9.2513,237.299
2013-07-30,10273.0,9318.81,13633.97,15744.68,8101.78,104.9,3185.17,328.629,9.2235,236.777
2013-07-31,10278.0,9267.83,13628.63,15602.14,8066.49,105.06,3160.95,328.103,9.1309,236.054
2013-08-01,10280.0,9219.51,13610.68,15617.7,8076.92,104.21,3166.56,328.047,9.1376,235.72
2013-08-02,10285.0,9182.05,13655.33,15654.94,8097.1,103.52,3169.75,330.327,9.1903,236.799
2013-08-05,10285.0,9131.16,13617.7,15737.38,8088.56,104.3,3170.41,326.502,9.1982,235.78
2013-08-06,10285.0,9242.7,13642.47,15806.41,8107.37,104.52,3167.42,327.423,9.2182,236.215
2013-08-07,10285.0,9233.96,13729.13,15817.45,8148.95,106.31,3175.45,329.18,9.2367,236.107
2013-08-08,10285.0,9335.48,13758.85,15986.66,8172.26,106.96,3175.57,330.42,9.2622,236.404
2013-08-09,10285.0,9397.64,13739.04,15962.73,8154.19,106.23,3170.29,328.707,9.2304,236.133
2013-08-12,10290.0,9422.94,13696.7,15934.44,8158.42,106.5,3168.39,329.255,9.2432,235.636
2013-08-13,10290.0,9412.31,13706.57,15944.16,8154.29,105.26,3162.63,329.65,9.2449,235.617
2013-08-14,10293.0,9361.57,13662.58,15933.07,8102.39,104.79,3145.56,329.399,9.2083,235.252
2013-08-15,10350.0,9555.98,13832.31,16216.71,8198.78,106.06,3176.43,332.875,9.3152,237.677
2013-08-16,10385.0,9560.42,13911.85,16307.25,8213.34,106.8,3182.68,333.428,9.3654,239.052
2013-08-19,10490.0,9684.61,14038.24,16479.21,8263.02,108.07,3204.15,335.136,9.4405,240.452
2013-08-20,10685.0,9690.56,14308.84,16765.94,8382.02,110.25,3256.62,338.907,9.5668,244.371
2013-08-21,10775.0,9861.29,14652.13,17153.61,8558.25,110.6,3270.36,337.669,9.6438,245.055
2013-08-22,10818.0,9795.66,14514.43,16943.86,8540.85,110.35,3295.05,339.257,9.6858,246.27
2013-08-23,10780.0,9950.65,14763.15,17261.66,8633.39,111.51,3350.4,347.245,9.8997,250.181
2013-08-26,10845.0,10075.62,14685.95,17112.46,8718.28,110.28,3278.68,339.197,9.7494,245.201
2013-08-27,10925.0,10142.65,15119.21,17581.99,8831.23,113.24,3405.92,352.409,10.1561,254.284
2013-08-28,10945.0,10055.59,15055.11,17452.65,8787.4,114.4,3378.2,350.063,10.1,251.849
2013-08-29,10935.0,10012.84,14695.67,17187.23,8768.88,111.46,3300.14,340.216,9.8529,244.907
2013-08-30,10920.0,9989.22,14810.86,17327.94,8783.65,114.02,3404.44,347.87,10.0753,250.875
2013-09-02,10978.0,10217.7,15027.41,17709.55,8927.68,114.5,3473.13,354.79,10.3306,255.985
2013-09-03,11065.0,10320.3,15078.79,17826.74,8953.54,115.35,3482.7,355.766,10.4242,257.313
2013-09-04,11125.0,10432.05,15034.08,17801.29,8948.33,114.58,3474.18,354.694,10.4239,256.93
2013-09-05,11125.0,10645.62,15363.29,18195.11,9116.06,116.64,3522.74,360.762,10.6037,261.552
2013-09-06,11175.0,10617.79,15238.77,17405.67,9081.56,112.13,3495.34,346.658,10.2258,251.284
2013-09-09,11160.0,10498.78,15023.38,17840.03,8952.0,114.53,3458.46,354.627,10.4748,257.304
2013-09-10,11235.0,10444.68,14954.05,17728.05,8847.15,112.73,3428.45,349.728,10.3632,256.381
2013-09-11,11345.0,10564.42,15058.32,17910.01,8947.38,113.1,3476.59,355.436,10.4418,259.021
2013-09-12,11350.0,10412.07,14960.35,17776.63,8874.88,113.78,3463.71,358.036,10.4613,258.722
2013-09-13,11410.0,10386.44,14924.95,17756.92,8843.52,113.11,3414.62,352.666,10.3346,256.098
2013-09-16,11378.0,10537.38,15027.68,17937.46,8843.44,114.67,3517.99,358.651,10.5231,260.982
2013-09-17,11445.0,10433.09,14934.61,17789.78,8862.46,112.77,3440.47,352.563,10.3209,256.166
2013-09-18,11475.0,10622.09,15147.23,17828.83,9006.77,114.56,3454.05,362.001,10.4784,260.15
2013-09-19,11283.0,10317.77,14713.82,17455.13,8717.22,112.9,3444.34,349.272,10.1334,251.936
2013-09-20,11350.0,10410.87,14937.88,17713.4,8844.0,112.09,3534.13,354.896,10.2673,256.474
2013-09-23,11445.0,10788.29,15477.64,18363.51,8936.37,114.9,3578.52,366.945,10.6549,264.473
2013-09-24,11470.0,10761.95,15481.42,18334.32,9050.49,115.97,3569.32,366.418,10.6987,264.193
2013-09-25,11485.0,10731.28,15503.82,18369.89,9150.41,116.47,3565.33,367.483,10.6637,264.528
2013-09-26,11460.0,10531.56,15140.92,17984.77,9028.66,114.78,3485.3,359.159,10.4196,258.933
2013-09-27,11538.0,10763.62,15581.1,18544.03,9083.41,116.92,3575.25,360.168,10.5098,260.211
2013-09-30,11580.0,10659.06,15427.12,18473.06,9148.82,116.85,3530.22,365.119,10.614,262.364
2013-10-01,11505.0,10757.79,15390.76,18435.73,9187.76,116.61,3510.79,363.854,10.583,262.313
2013-10-02,11530.0,10609.58,15366.27,18415.29,9069.38,117.35,3518.35,363.199,10.58,261.717
2013-10-03,11528.0,10597.6,15365.45,18328.75,9041.18,117.44,3535.27,368.489,10.7792,267.539
2013-10-04,11523.0,10615.3,15316.79,18122.84,9024.38,117.11,3575.98,363.856,10.6326,262.857
2013-10-07,11525.0,10639.68,15379.24,18191.65,9003.76,116.69,3526.46,358.388,10.4992,260.95
2013-10-08,11516.0,10545.94,15151.32,17940.28,8939.37,116.43,3521.28,358.58,10.4811,260.973
2013-10-09,11543.0,10596.94,15165.63,17912.26,8960.78,116.41,3504.21,356.776,10.4112,259.932
2013-10-10,11490.0,10683.51,15317.38,18317.24,8907.64,115.89,3598.38,355.691,10.3826,258.333
2013-10-11,11365.0,10356.26,14836.95,17469.91,8765.1,115.35,3437.95,363.194,10.6062,258.794
2013-10-14,11365.0,10364.64,14837.93,17481.91,8787.97,113.49,3442.23,350.0,10.2165,253.711
2013-10-15,11365.0,10400.45,14768.93,17423.4,8782.86,110.65,3453.04,348.594,10.221,252.691
2013-10-16,11365.0,10492.34,14901.88,17637.68,8852.09,113.53,3523.79,352.136,10.3332,254.958
2013-10-17,11330.0,10470.98,14878.0,17552.92,8788.98,113.58,3530.66,358.372,10.4605,258.324
2013-10-18,11323.0,10519.38,14913.01,17649.18,8797.68,113.59,3453.28,351.06,10.2808,253.158
2013-10-21,11335.0,10495.45,14835.68,17548.77,8742.08,113.08,3423.88,348.584,10.2164,251.568
2013-10-22,11292.0,10446.62,14788.2,17445.98,8716.51,115.01,3410.02,363.817,10.1962,250.573
2013-10-23,11269.0,10479.77,15241.6,17577.09,8783.72,113.99,3441.74,349.66,10.3225,252.894
2013-10-24,11150.0,10587.47,15264.41,17812.07,8883.99,114.56,3481.24,357.914,10.508,258.796
2013-10-25,11015.0,10562.64,15209.24,17859.61,8909.09,113.33,3489.51,355.122,10.3713,255.925
2013-10-28,11053.0,10625.92,15263.71,17902.21,8943.08,113.26,3525.6,356.023,10.4189,256.833
2013-10-29,11103.0,10559.2,15263.46,17858.43,8959.93,113.63,3529.87,357.453,10.4681,257.291
2013-10-30,11175.0,10630.28,15399.62,17942.42,9023.76,113.9,3550.78,359.253,10.5392,259.398
2013-10-31,11273.0,10713.67,15338.43,18078.32,9104.34,113.83,3572.79,361.539,10.6291,260.906
2013-11-01,11334.0,10740.47,15347.49,18147.02,9124.35,115.38,3573.34,363.17,10.6822,262.323
2013-11-04,11355.0,10783.88,15343.18,18105.9,9139.33,115.13,3577.9,363.023,10.6829,262.207
2013-11-05,11355.0,10758.36,15313.16,18128.61,9136.38,115.58,3578.88,362.885,10.7018,262.903
2013-11-06,11408.0,10860.38,15363.84,18356.1,9183.32,115.43,3587.49,365.12,10.7545,263.577
2013-11-07,11390.0,10810.74,15411.87,18316.53,9172.06,115.42,3579.57,363.292,10.733,263.596
2013-11-08,11410.0,10801.42,15311.87,18362.55,9178.94,116.22,3589.54,362.589,10.717,264.224
2013-11-11,11560.0,10722.03,15390.54,18301.83,9154.55,116.1,3612.38,365.324,10.7814,265.277
2013-11-12,11596.0,10841.86,15515.5,18526.14,9298.5,116.25,3615.38,366.957,10.8308,265.096
2013-11-13,11605.0,10774.72,15565.91,18438.58,9287.12,116.44,3614.08,368.296,10.8202,265.43
2013-11-14,11543.0,10751.97,15523.22,18511.0,9255.07,115.46,3602.75,365.696,10.8107,265.021
2013-11-15,11620.0,10838.45,15600.27,18668.24,9307.34,115.56,3629.42,367.917,10.9283,266.196
2013-11-18,11632.0,10952.61,15708.47,18782.04,9334.25,116.51,3649.45,368.313,10.9982,266.658
2013-11-19,11598.0,10924.98,15684.63,18671.09,9323.14,116.33,3648.55,366.864,10.9848,266.112
2013-11-20,11654.0,10955.74,15737.39,18821.05,9375.33,116.35,3663.44,367.592,11.0199,266.935
2013-11-21,11703.0,10877.57,15708.48,18839.98,9371.95,116.16,3651.77,367.657,11.0116,267.497
2013-11-22,11695.0,10750.84,15790.32,18960.79,9356.14,115.8,3636.25,367.809,11.0336,266.759
2013-11-25,11740.0,10742.04,15725.66,19015.46,9372.03,114.28,3611.11,359.239,10.8388,262.368
2013-11-26,11763.0,10783.39,15968.53,19050.24,9404.21,116.09,3654.01,366.651,11.1014,269.008
2013-11-27,11885.0,10831.11,16102.72,19287.84,9467.8,116.54,3679.38,369.943,11.2025,272.059
2013-11-28,12015.0,10960.98,16252.96,19588.11,9540.56,116.94,3717.66,374.03,11.3224,274.745
2013-11-29,11963.0,10898.92,16234.74,19537.69,9535.91,116.59,3711.23,373.323,11.3069,273.42
2013-12-02,11770.0,10760.66,15948.12,19303.92,9389.49,114.33,3667.81,365.642,11.1335,269.611
2013-12-03,11888.0,10821.22,16110.25,19480.05,9432.87,115.16,3697.28,369.356,11.2016,271.873
2013-12-04,11985.0,10824.06,16234.67,19619.69,9548.61,116.44,3717.25,372.063,11.3027,273.219
2013-12-05,11963.0,10801.88,16242.78,19605.44,9512.28,116.98,3706.52,371.584,11.2925,272.921
2013-12-06,11963.0,10837.18,16320.47,19549.19,9527.13,117.0,3699.65,372.244,11.3095,272.219
2013-12-09,11973.0,10869.23,16422.24,19594.39,9570.44,116.08,3731.59,372.73,11.3722,271.32
2013-12-10,11985.0,10842.02,16393.64,19733.46,9523.86,115.57,3715.71,371.803,11.3292,269.126
2013-12-11,11990.0,10933.2,16502.79,19683.76,9563.44,116.96,3728.28,373.792,11.3972,271.872
2013-12-12,12023.0,10870.32,16561.19,19721.11,9589.69,116.73,3722.48,373.996,11.4392,272.684
2013-12-13,12118.0,10832.28,16619.79,19790.12,9635.76,116.61,3741.41,377.612,11.5022,274.234
2013-12-16,12105.0,10832.31,16642.04,19761.9,9636.23,117.33,3736.81,378.104,11.5121,274.143
2013-12-17,12123.0,10835.93,16706.33,19800.43,9645.49,117.87,3733.36,377.608,11.5357,274.316
2013-12-18,12165.0,10838.05,16724.02,19840.58,9605.91,118.02,3736.66,376.354,11.5743,274.843
2013-12-19,12208.0,10811.52,16679.97,19998.24,9658.29,117.31,3729.69,375.693,11.5141,274.704
2013-12-20,12213.0,10830.48,16660.71,19955.78,9638.41,116.95,3714.59,374.54,11.5082,274.614
2013-12-23,12193.0,10884.59,16678.07,19957.24,9636.93,117.25,3705.73,372.993,11.4953,275.029
2013-12-24,12200.0,10880.47,16687.55,19920.8,9608.07,117.07,3702.52,373.187,11.5157,275.526
2013-12-25,12200.0,10890.01,16683.25,19920.18,9614.71,116.89,3703.78,372.065,11.5092,275.538
2013-12-26,12200.0,10803.16,16642.82,19915.84,9591.41,116.07,3687.64,370.184,11.4798,273.988
2013-12-27,12263.0,10943.04,16883.09,20215.93,9681.4,116.87,3729.02,373.312,11.6266,276.185
2013-12-30,12210.0,10807.54,16786.21,20135.63,9619.64,115.96,3705.99,372.086,11.5672,275.075
2013-12-31,12170.0,10854.63,16757.09,20112.87,9621.54,115.79,3715.56,372.153,11.5939,274.202
2014-01-01,12170.0,10854.63,16720.34,20123.15,9615.59,115.89,3712.52,371.962,11.5277,274.208
2014-01-02,12160.0,10805.8,16675.25,20151.79,9569.15,115.32,3700.83,368.762,11.5779,273.66
2014-01-03,12175.0,10933.44,16609.91,20028.06,9617.77,116.65,3702.8,369.035,11.5427,272.84
2014-01-06,12180.0,10903.68,16571.12,19925.82,9600.8,116.6,3707.02,368.236,11.4331,272.502
2014-01-07,12238.0,10921.97,16646.67,20049.31,9623.03,117.06,3726.06,370.048,11.454,273.088
2014-01-08,12235.0,10907.2,16601.94,20097.15,9623.27,116.15,3734.0,370.085,11.4934,273.766
2014-01-09,12190.0,10831.63,16586.97,20065.14,9521.31,116.21,3721.77,369.206,11.4731,272.949
2014-01-10,12162.0,10821.75,16519.96,20021.25,9517.88,115.71,3719.68,368.283,11.4575,272.005
2014-01-13,12050.0,10893.49,16463.96,19805.88,9448.35,116.56,3691.93,365.595,11.4018,270.259
2014-01-14,12050.0,10871.69,16489.04,19723.11,9418.54,116.42,3694.17,367.658,11.377,268.885
2014-01-15,12085.0,10754.26,16463.28,19821.34,9496.94,115.77,3679.46,367.661,11.3721,268.554
2014-01-16,12118.0,10653.33,16498.56,19810.5,9515.3,115.77,3676.75,369.913,11.4026,268.704
2014-01-17,12090.0,10646.35,16439.23,19737.25,9501.22,115.85,3668.52,368.523,11.4109,268.605
2014-01-20,12110.0,10657.43,16424.88,19916.62,9412.09,116.35,3651.21,369.171,11.3882,268.424
2014-01-21,12133.0,10659.62,16422.38,19928.29,9487.16,115.88,3648.7,368.639,11.3891,268.123
2014-01-22,12143.0,10779.38,16441.31,19984.98,9500.36,116.43,3653.25,368.835,11.3764,268.63
2014-01-23,12165.0,10701.37,16580.9,20210.28,9487.77,116.54,3651.51,369.936,11.3278,268.513
2014-01-24,12180.0,10581.06,16631.36,20256.87,9524.91,118.08,3654.3,370.927,11.2752,268.829
2014-01-27,12230.0,10669.2,16738.14,20220.88,9583.36,119.2,3656.54,371.848,11.2922,269.759
2014-01-28,12190.0,10733.48,16637.95,20240.37,9578.67,118.32,3655.45,370.235,11.2829,269.502
2014-01-29,12168.0,10663.16,16626.5,20196.13,9550.4,117.83,3647.16,369.131,11.372,269.067
2014-01-30,12210.0,10678.45,16630.21,20169.34,9568.02,119.37,3647.7,369.847,11.2997,269.464
2014-01-31,12210.0,10702.8,16535.47,20117.26,9573.84,118.85,3653.58,369.867,11.2982,269.475
2014-02-03,12240.0,10737.08,16520.98,20068.28,9591.5,119.82,3657.55,371.585,11.285,269.535
2014-02-04,12203.0,10844.3,16482.67,19882.82,9611.35,120.39,3664.97,372.581,11.2598,269.184
2014-02-05,12193.0,10856.87,16464.52,19896.43,9605.13,120.2,3673.17,372.123,11.3126,269.011
2014-02-06,12185.0,10907.57,16492.29,19867.24,9603.95,120.21,3668.1,371.723,11.3013,269.878
2014-02-07,12160.0,10873.34,16498.43,19871.97,9581.92,119.24,3652.03,370.77,11.3186,270.331
2014-02-10,12173.0,10863.29,16610.08,19966.99,9589.08,119.06,3646.1,370.943,11.364,270.641
2014-02-11,12145.0,10976.51,16619.69,19936.94,9582.74,118.82,3645.01,371.067,11.3439,269.568
2014-02-12,12085.0,10953.22,16480.37,19890.55,9555.08,117.92,3638.3,371.734,11.3756,269.637
2014-02-13,11985.0,10730.43,16328.45,19938.02,9453.67,117.37,3605.72,367.773,11.2379,266.985
2014-02-14,11825.0,10691.51,16187.56,19774.94,9382.02,116.04,3579.83,365.84,11.1261,264.504
2014-02-17,11785.0,10643.51,16100.16,19756.05,9350.67,115.34,3577.18,365.653,11.1114,265.241
2014-02-18,11844.0,10679.4,16243.91,19765.43,9391.31,115.57,3586.35,364.606,11.1168,265.572
2014-02-19,11775.0,10628.43,16188.79,19687.81,9335.89,115.21,3574.74,361.412,11.0519,263.944
2014-02-20,11823.0,10611.73,16187.56,19685.37,9340.45,116.12,3571.57,363.198,11.023,264.046
2014-02-21,11743.0,10569.46,16083.66,19578.42,9282.64,114.59,3563.65,361.18,10.9535,263.505
2014-02-24,11648.0,10466.35,16002.08,19394.62,9199.97,113.65,3547.23,357.983,10.8412,261.227
2014-02-25,11670.0,10513.2,16043.7,19456.17,9230.41,114.0,3555.38,358.372,10.8732,261.364
2014-02-26,11640.0,10498.5,15994.68,19441.45,9214.41,113.75,3561.14,357.285,10.9346,261.09
2014-02-27,11665.0,10411.84,15925.1,19419.13,9205.51,113.98,3556.79,358.205,10.9144,261.202
2014-02-28,11609.0,10404.9,15916.33,19431.31,9166.22,114.05,3542.95,356.58,10.8751,260.107
2014-03-03,11590.0,10351.7,15969.44,19381.68,9149.83,114.36,3532.2,356.364,10.8352,259.337
2014-03-04,11595.0,10393.16,15946.09,19381.08,9131.08,113.83,3541.22,358.723,10.8034,259.211
2014-03-05,11582.0,10387.91,15909.68,19317.48,9122.23,113.05,3539.47,358.616,10.815,258.738
2014-03-06,11478.0,10360.91,15756.14,19189.04,9071.9,111.69,3520.31,356.039,10.7896,257.785
2014-03-07,11440.0,10425.69,15859.72,19166.15,9052.63,111.11,3511.63,354.07,10.7841,257.707
2014-03-10,11365.0,10284.05,15804.83,18987.56,8967.59,110.15,3462.93,351.143,10.661,255.21
2014-03-11,11395.0,10304.57,15797.47,18951.13,9001.71,110.35,3475.19,352.287,10.703,256.344
2014-03-12,11425.0,10235.13,15837.06,18978.17,9006.28,111.14,3473.56,352.796,10.6749,256.038
