tanggal_lelang_pricing,tanggal_setelmen,metode,seri,code,jatuh_tempo,kupon_imbalan,lowest_incoming_yield_price,way_incoming,highest_incoming_yield_price,lowest_awarded_yield_price,way_awarded,highest_awarded_yield_price,target_penerbitan,total_penawaran,jumlah_penawaran_per_lelang,total_penawaran_memenuhi_benchmark,jumlah_penawaran_memenuhi_benchmark_per_lelang,total_penawaran_diterima,jumlah_penawaran_diterima_per_lelang,bid_to_cover_ratio,owners_estimate,tenor,,
2021-07-06,2021-07-08,Lelang,SPN12220707,spn12m,2022-07-07,Diskonto,0.032,0.0337886,0.0343,0.032,0.0334904,0.0339,33000000,3250000,83402500,1700000,56500000,1700000,34000000,1.911764705882353,0.0335,1.002739726,,
2021-07-06,2021-07-08,Lelang,FR0090,bm05,2027-04-15,0.05125,0.0533,0.0553142,0.0585,0.0533,0.0544603,0.0552,33000000,22687400,83402500,19300000,56500000,11450000,34000000,1.9814323144104804,0.0552,5.775821596,,
2021-07-06,2021-07-08,Lelang,FR0091,bm10,2032-04-15,0.06375,0.065,0.0663963,0.0695,0.065,0.065829,0.0663,33000000,33975200,83402500,25150000,56500000,12000000,34000000,2.8312666666666666,0.0663,10.7761807,,
2021-07-06,2021-07-08,Lelang,FR0088,bm15,2036-06-15,0.0625,0.0636,0.0642765,0.0657,0.0636,0.0640883,0.0646,33000000,2883500,83402500,1550000,56500000,1550000,34000000,1.860322580645161,0.0641,14.9431896,,
2021-07-06,2021-07-08,Lelang,FR0092,bm20,2042-06-15,0.07125,0.072,0.0731251,0.0745,0.072,0.0728986,0.0732,33000000,15136600,83402500,6100000,56500000,6100000,34000000,2.481409836065574,0.0729,20.94312383,,
2021-07-06,2021-07-08,Lelang,FR0089,bm30,2051-08-15,0.06875,0.069,0.0699217,0.0712,0.069,0.0692826,0.0694,33000000,1919800,83402500,200000,56500000,200000,34000000,9.599,0.0693,30.11013955,,
2021-07-21,2021-07-23,Lelang,SPN03211021,spn03m,2021-10-21,Diskonto,0.03,0.0305587,0.032,0.03,0.03,0.03,33000000,7660000,95550600,3900000,41200000,1000000,34000000,7.66,0.0302,0.252054795,,
2021-07-21,2021-07-23,Lelang,SPN12220331,spn12m,2022-03-31,Diskonto,0.032,0.0327745,0.0339,0.032,0.032034,0.0322,33000000,7590000,95550600,5700000,41200000,2000000,34000000,3.795,0.0325,0.693150685,,
2021-07-21,2021-07-23,Lelang,FR0090,bm05,2027-04-15,0.05125,0.053,0.0537871,0.0548,0.053,0.0534995,0.0537,33000000,24280500,95550600,9950000,41200000,9950000,34000000,2.440251256281407,0.0535,5.734741784,,
2021-07-21,2021-07-23,Lelang,FR0091,bm10,2032-04-15,0.06375,0.0629,0.063824,0.065,0.0629,0.0635892,0.0638,33000000,30819400,95550600,11200000,41200000,10650000,34000000,2.8938403755868545,0.0636,10.73511294,,
2021-07-21,2021-07-23,Lelang,FR0088,bm15,2036-06-15,0.0625,0.0633,0.0640502,0.0647,0.0633,0.0636608,0.0641,33000000,2874600,95550600,850000,41200000,800000,34000000,3.59325,0.0637,14.90212183,,
2021-07-21,2021-07-23,Lelang,FR0092,bm20,2042-06-15,0.07125,0.0695,0.0703943,0.0739,0.0695,0.0700981,0.0705,33000000,19873700,95550600,9300000,41200000,9300000,34000000,2.136956989247312,0.0701,20.90205352,,
2021-07-21,2021-07-23,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0685,0.0692228,0.07,0.0685,0.0688928,0.069,33000000,2452400,95550600,300000,41200000,300000,34000000,8.174666666666667,0.0689,30.06906907,,
2021-08-03,2021-08-05,Lelang,SPN12211104,spn03m,2021-11-04,Diskonto,0.028,0.0301095,0.0315,0.028,0.028215,0.0285,33000000,9910000,107783500,9000000,65700000,1000000,34000000,9.91,0.03,0.254794521,,
2021-08-03,2021-08-05,Lelang,SPN12220527,spn12m,2022-05-27,Diskonto,0.0309,0.0318493,0.0335,0.0309,0.031205,0.0313,33000000,8250000,107783500,6200000,65700000,2000000,34000000,4.125,0.0315,0.81369863,,
2021-08-03,2021-08-05,Lelang,FR0090,bm05,2027-04-15,0.05125,0.0519,0.0524375,0.054,0.0519,0.0521786,0.0523,33000000,26317300,107783500,12500000,65700000,10500000,34000000,2.506409523809524,0.0522,5.69913928,,
2021-08-03,2021-08-05,Lelang,FR0091,bm10,2032-04-15,0.06375,0.0625,0.0631115,0.065,0.0625,0.0627853,0.063,33000000,39575200,107783500,29800000,65700000,12350000,34000000,3.204469636,0.063,10.69952088,,
2021-08-03,2021-08-05,Lelang,FR0088,bm15,2036-06-15,0.0625,0.0625,0.063431,0.0643,0.0625,0.0629817,0.0632,33000000,4308500,107783500,800000,65700000,750000,34000000,5.744666666666666,0.063,14.86652977,,
2021-08-03,2021-08-05,Lelang,FR0092,bm20,2042-06-15,0.07125,0.0688,0.0694239,0.0725,0.0688,0.0691989,0.0694,33000000,16679300,107783500,6600000,65700000,6600000,34000000,2.5271666666666666,0.0692,20.86645924,,
2021-08-03,2021-08-05,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0682,0.0690422,0.07,0.0682,0.0687983,0.0689,33000000,2743200,107783500,800000,65700000,800000,34000000,3.429,0.0688,30.03347465,,
2021-08-18,2021-08-20,Lelang,SPN03211118,spn03m,2021-11-18,Diskonto,0.028,0.0286604,0.03,0.028,0.028176,0.0283,33000000,5115000,77070100,4650000,45550000,1000000,30000000,5.115,0.0285,0.252054795,,
2021-08-18,2021-08-20,Lelang,SPN12220819,spn12m,2022-08-08,Diskonto,0.0304,0.0314238,0.0334,0.0304,0.03074,0.0309,33000000,8000000,77070100,7400000,45550000,2000000,30000000,4,0.0312,0.97260274,,
2021-08-18,2021-08-20,Lelang,FR0090,bm05,2027-04-15,0.05125,0.0525,0.0530558,0.0545,0.0525,0.052772,0.0529,33000000,18172100,77070100,10700000,45550000,9450000,30000000,1.922973544973545,0.0528,5.658059468,,
2021-08-18,2021-08-20,Lelang,FR0091,bm10,2032-04-15,0.06375,0.0626,0.0634145,0.065,0.0626,0.0629997,0.0633,33000000,25228100,77070100,8750000,45550000,8750000,30000000,2.8832114285714288,0.063,10.65845311,,
2021-08-18,2021-08-20,Lelang,FR0088,bm15,2036-06-15,0.0625,0.0627,0.0634362,0.064,0.0627,0.0632934,0.0635,33000000,3316100,77070100,1350000,45550000,1350000,30000000,2.4563703703703705,0.0633,14.82546201,,
2021-08-18,2021-08-20,Lelang,FR0092,bm20,2042-06-15,0.07125,0.0688,0.069825,0.072,0.0688,0.0692783,0.0696,33000000,14771400,77070100,11700000,45550000,6450000,30000000,2.290139534883721,0.0696,20.82538892,,
2021-08-18,2021-08-20,Lelang,FR0089,bm30,2051-08-15,0.06875,0.0684,0.0690073,0.0707,0.0684,0.0687929,0.069,33000000,2467400,77070100,1000000,45550000,1000000,30000000,2.4674,0.0688,29.99240417,,
2021-08-31,2021-09-02,Lelang,SPN12211202,spn03m,2021-12-02,Diskonto,0.0278,0.0280961,0.0285,0.0278,0.027934,0.028,21000000,4770000,116108800,3450000,44400000,1000000,21000000,4.77,0.028,0.254794521,,
2021-08-31,2021-09-02,Lelang,SPN12220527,spn12m,2022-05-27,Diskonto,0.0297,0.0303055,0.0315,0.0297,0.0299969,0.0302,21000000,5685000,116108800,1600000,44400000,1600000,21000000,3.553125,0.03,0.736986301,,
2021-08-31,2021-09-02,Lelang,FR0090,bm05,2027-04-15,0.05125,0.051,0.0515052,0.0533,0.051,0.0511992,0.0513,21000000,19315700,116108800,4250000,44400000,4250000,21000000,4.544870588235294,0.0512,5.622456964,,
2021-08-31,2021-09-02,Lelang,FR0091,bm10,2032-04-15,0.06375,0.0596,0.0604966,0.0625,0.0596,0.0599652,0.06,21000000,45167800,116108800,6800000,44400000,5050000,21000000,8.944118811881188,0.06,10.62286105,,
